protocol,group_family,group_name,n,pos_n,neg_n,pos_rate,pred_pos_rate,proba_mean,signed_residual_mean,abs_residual_mean,brier_mean,error_rate,fn_rate_all,fp_rate_all,fn_given_pos,fp_given_neg,auc
DS-unknown,canonical_amine_object,2MPRZ,6,6,0,1.0,0.16666666666666666,0.413825030202372,0.586174969797628,0.586174969797628,0.3622552305815904,0.8333333333333334,0.8333333333333334,0.0,0.8333333333333334,,
DS-unknown,canonical_amine_object,DEEA|HMDA,13,0,13,0.0,0.3076923076923077,0.47076660671147913,-0.47076660671147913,0.47076660671147913,0.22255497505739427,0.3076923076923077,0.0,0.3076923076923077,,0.3076923076923077,
DS-unknown,canonical_amine_object,AEP,28,25,3,0.8928571428571429,0.4642857142857143,0.5128686847213911,0.37998845813575166,0.4667275421016769,0.3043225106753816,0.5,0.4642857142857143,0.03571428571428571,0.52,0.3333333333333333,0.6400000000000001
DS-unknown,canonical_amine_object,MAE,69,28,41,0.4057971014492754,0.8115942028985508,0.7394863979801483,-0.33368929653087304,0.4494775198852122,0.31017705624336034,0.43478260869565216,0.014492753623188406,0.42028985507246375,0.03571428571428571,0.7073170731707317,0.7813588850174217
DS-unknown,canonical_amine_object,BZMEA,5,0,5,0.0,0.0,0.3463801047625711,-0.3463801047625711,0.3463801047625711,0.12183877925913486,0.0,0.0,0.0,,0.0,
DS-unknown,canonical_amine_object,MEA,121,91,30,0.7520661157024794,0.6198347107438017,0.5534544008510931,0.19861171485138623,0.3370649991736645,0.17209158993369572,0.23140495867768596,0.18181818181818182,0.049586776859504134,0.24175824175824176,0.2,0.8556776556776557
DS-unknown,canonical_amine_object,DEEA|MAPA,14,11,3,0.7857142857142857,0.9285714285714286,0.9173438745416508,-0.13162958882736503,0.2965605118285861,0.26353514931455363,0.2857142857142857,0.07142857142857142,0.21428571428571427,0.09090909090909091,1.0,0.7575757575757576
DS-unknown,canonical_amine_object,DETA,28,20,8,0.7142857142857143,0.7857142857142857,0.7297153271562784,-0.015429612870564232,0.27787707635498415,0.1376082684114244,0.21428571428571427,0.07142857142857142,0.14285714285714285,0.1,0.5,0.8562500000000001
DS-unknown,canonical_amine_object,BAE,6,0,6,0.0,0.16666666666666666,0.27043721514894,-0.27043721514894,0.27043721514894,0.14917117864906418,0.16666666666666666,0.0,0.16666666666666666,,0.16666666666666666,
DS-unknown,canonical_amine_object,1-amino-2-propanol,8,5,3,0.625,0.5,0.5502122522545587,0.07478774774544131,0.26882586117998686,0.0959160428797689,0.125,0.125,0.0,0.2,0.0,1.0
DS-unknown,canonical_amine_object,DEEA|TETA,6,6,0,1.0,1.0,0.7370214921961832,0.2629785078038169,0.2629785078038169,0.07827106654395016,0.0,0.0,0.0,0.0,,
DS-unknown,canonical_amine_object,DMAE|TETA,27,0,27,0.0,0.0,0.23047977483550866,-0.23047977483550866,0.23047977483550866,0.05465079228427883,0.0,0.0,0.0,,0.0,
DS-unknown,canonical_amine_object,DETA|PMDETA,17,17,0,1.0,0.8823529411764706,0.7776422737098062,0.22235772629019374,0.22235772629019374,0.08477192620152524,0.11764705882352941,0.11764705882352941,0.0,0.11764705882352941,,
DS-unknown,canonical_amine_object,EAE,23,19,4,0.8260869565217391,0.7391304347826086,0.6582255446462589,0.16786141187548018,0.22128035174863928,0.0747766606074532,0.08695652173913043,0.08695652173913043,0.0,0.10526315789473684,0.0,1.0
DS-unknown,canonical_amine_object,TEPA,16,14,2,0.875,0.875,0.793787345713027,0.081212654286973,0.21150701530443877,0.09561358402866499,0.125,0.0625,0.0625,0.07142857142857142,0.5,0.8214285714285714
DS-unknown,canonical_amine_object,DMCA|TETA,5,5,0,1.0,1.0,0.8344754388475304,0.1655245611524696,0.1655245611524696,0.030163536302918646,0.0,0.0,0.0,0.0,,
DS-unknown,canonical_amine_object,IPMEA,5,0,5,0.0,0.0,0.1465105860138453,-0.1465105860138453,0.1465105860138453,0.024389894943848623,0.0,0.0,0.0,,0.0,
DS-unknown,canonical_amine_object,DAP,5,5,0,1.0,1.0,0.8802681103746421,0.11973188962535793,0.11973188962535793,0.014892389917367865,0.0,0.0,0.0,0.0,,
DS-unknown,canonical_amine_object,TETA,6,6,0,1.0,1.0,0.8964832397978321,0.10351676020216799,0.10351676020216799,0.013027479777828864,0.0,0.0,0.0,0.0,,
DS-unknown,canonical_amine_object,DEA,12,12,0,1.0,1.0,0.964337044843815,0.035662955156184804,0.035662955156184804,0.0013019207368775516,0.0,0.0,0.0,0.0,,
DS-unknown,canonical_amine_object,AEEA|PMDETA,10,10,0,1.0,1.0,0.9646687577997415,0.03533124220025846,0.03533124220025846,0.003554540341680904,0.0,0.0,0.0,0.0,,
DS-unknown,chemistry_object,AEP__sulfolane,6,6,0,1.0,0.0,0.2276631701296952,0.7723368298703049,0.7723368298703049,0.6212867629802353,1.0,1.0,0.0,1.0,,
DS-unknown,chemistry_object,MAE__n-propanol,6,0,6,0.0,0.8333333333333334,0.6949411901774177,-0.6949411901774177,0.6949411901774177,0.5337340754209337,0.8333333333333334,0.0,0.8333333333333334,,0.8333333333333334,
DS-unknown,chemistry_object,MAE__isopropanol,6,0,6,0.0,0.8333333333333334,0.6820513061908534,-0.6820513061908534,0.6820513061908534,0.5157550644056071,0.8333333333333334,0.0,0.8333333333333334,,0.8333333333333334,
DS-unknown,chemistry_object,MAE__ethanol,6,0,6,0.0,0.6666666666666666,0.5945253876502602,-0.5945253876502602,0.5945253876502602,0.39477605852621145,0.6666666666666666,0.0,0.6666666666666666,,0.6666666666666666,
DS-unknown,chemistry_object,2MPRZ__TGBE,6,6,0,1.0,0.16666666666666666,0.413825030202372,0.586174969797628,0.586174969797628,0.3622552305815904,0.8333333333333334,0.8333333333333334,0.0,0.8333333333333334,,
DS-unknown,chemistry_object,AEP__isopropanol,6,6,0,1.0,0.3333333333333333,0.4609354068818902,0.5390645931181098,0.5390645931181098,0.3557732990424969,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,,
DS-unknown,chemistry_object,MEA__sulfolane,18,16,2,0.8888888888888888,0.2222222222222222,0.38064501647672844,0.5082438724121605,0.5172118227763698,0.37532130393359187,0.6666666666666666,0.6666666666666666,0.0,0.75,0.0,1.0
DS-unknown,chemistry_object,DETA__NO_SOLVENT,8,0,8,0.0,0.5,0.5132867061447096,-0.5132867061447096,0.5132867061447096,0.31365982202382464,0.5,0.0,0.5,,0.5,
DS-unknown,chemistry_object,MEA__ethanol,6,0,6,0.0,0.5,0.49242844768215216,-0.49242844768215216,0.49242844768215216,0.3131329638404829,0.5,0.0,0.5,,0.5,
DS-unknown,chemistry_object,MEA__TEG,12,6,6,0.5,0.3333333333333333,0.3422141505437886,0.15778584945621132,0.47657172453408636,0.31392640461248106,0.5,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.5555555555555556
DS-unknown,chemistry_object,DEEA|HMDA__NO_SOLVENT,13,0,13,0.0,0.3076923076923077,0.47076660671147913,-0.47076660671147913,0.47076660671147913,0.22255497505739427,0.3076923076923077,0.0,0.3076923076923077,,0.3076923076923077,
DS-unknown,chemistry_object,MAE__n-butanol,11,8,3,0.7272727272727273,0.8181818181818182,0.7461850512059031,-0.018912323933175747,0.3685255476990685,0.22469046045221744,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.125,0.6666666666666666,0.5833333333333334
DS-unknown,chemistry_object,AEP__n-propanol,15,13,2,0.8666666666666667,0.7333333333333333,0.6714441530821789,0.19522251358448778,0.33619288180131385,0.17559994173282809,0.26666666666666666,0.2,0.06666666666666667,0.23076923076923078,0.5,0.7307692307692308
DS-unknown,chemistry_object,MEA__Methanol,6,0,6,0.0,0.16666666666666666,0.3329894702800264,-0.3329894702800264,0.3329894702800264,0.13974520884849254,0.16666666666666666,0.0,0.16666666666666666,,0.16666666666666666,
DS-unknown,chemistry_object,DEEA|MAPA__NO_SOLVENT,14,11,3,0.7857142857142857,0.9285714285714286,0.9173438745416508,-0.13162958882736503,0.2965605118285861,0.26353514931455363,0.2857142857142857,0.07142857142857142,0.21428571428571427,0.09090909090909091,1.0,0.7575757575757576
DS-unknown,chemistry_object,MEA__isobutanol,5,5,0,1.0,0.8,0.7119143482295047,0.28808565177049533,0.28808565177049533,0.1397809099007829,0.2,0.2,0.0,0.2,,
DS-unknown,chemistry_object,DETA|PMDETA__NO_SOLVENT,12,12,0,1.0,0.8333333333333334,0.7164596304142568,0.2835403695857433,0.2835403695857433,0.1174303068313975,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,,
DS-unknown,chemistry_object,DEEA|TETA__NO_SOLVENT,6,6,0,1.0,1.0,0.7370214921961832,0.2629785078038169,0.2629785078038169,0.07827106654395016,0.0,0.0,0.0,0.0,,
DS-unknown,chemistry_object,MEA__Tertiarybutanol,6,5,1,0.8333333333333334,0.6666666666666666,0.5970849237194386,0.23624840961389473,0.2611250331930109,0.12400304915856121,0.16666666666666666,0.16666666666666666,0.0,0.2,0.0,1.0
DS-unknown,chemistry_object,TEPA__DGME,11,10,1,0.9090909090909091,0.9090909090909091,0.8112661992935223,0.09782470979738672,0.25286767304203805,0.13082763651958595,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.1,1.0,0.6
DS-unknown,chemistry_object,MEA__isopropanol,24,19,5,0.7916666666666666,0.7916666666666666,0.617208218535427,0.1744584481312397,0.23977099449368397,0.07542829428453708,0.0,0.0,0.0,0.0,0.0,1.0
DS-unknown,chemistry_object,MEA__n-propanol,25,21,4,0.84,0.8,0.6523127419575278,0.1876872580424723,0.23345597507390853,0.07965858600689361,0.04,0.04,0.0,0.047619047619047616,0.0,0.9880952380952381
DS-unknown,chemistry_object,DMAE|TETA__NO_SOLVENT,27,0,27,0.0,0.0,0.23047977483550866,-0.23047977483550866,0.23047977483550866,0.05465079228427883,0.0,0.0,0.0,,0.0,
DS-unknown,chemistry_object,EAE__DEGDEE,18,18,0,1.0,0.8888888888888888,0.7717864263376195,0.2282135736623806,0.2282135736623806,0.08242280786658512,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,,
DS-unknown,chemistry_object,DETA__sulfolane,11,11,0,1.0,0.9090909090909091,0.7747376278866956,0.2252623721133043,0.2252623721133043,0.07385651584308045,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,,
DS-unknown,chemistry_object,MAE__DGM,15,13,2,0.8666666666666667,1.0,0.9041945980696013,-0.03752793140293476,0.2222765688286817,0.14926326708270032,0.13333333333333333,0.0,0.13333333333333333,0.0,1.0,0.07692307692307693
DS-unknown,chemistry_object,DMCA|TETA__NO_SOLVENT,5,5,0,1.0,1.0,0.8344754388475304,0.1655245611524696,0.1655245611524696,0.030163536302918646,0.0,0.0,0.0,0.0,,
DS-unknown,chemistry_object,DETA__n-pentylalcohol,9,9,0,1.0,0.8888888888888888,0.8670690671627186,0.1329309328372813,0.1329309328372813,0.05903680722837796,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,,
DS-unknown,chemistry_object,TETA__DMCA,5,5,0,1.0,1.0,0.9109880438946357,0.08901195610536436,0.08901195610536436,0.009434904440474262,0.0,0.0,0.0,0.0,,
DS-unknown,chemistry_object,DETA|PMDETA__sulfolane,5,5,0,1.0,1.0,0.9244806176191253,0.07551938238087479,0.07551938238087479,0.0063918126898317535,0.0,0.0,0.0,0.0,,
DS-unknown,chemistry_object,AEEA|PMDETA__DMSO,10,10,0,1.0,1.0,0.9646687577997415,0.03533124220025846,0.03533124220025846,0.003554540341680904,0.0,0.0,0.0,0.0,,
DS-unknown,Amine_1,2MPRZ,6,6,0,1.0,0.16666666666666666,0.413825030202372,0.586174969797628,0.586174969797628,0.3622552305815904,0.8333333333333334,0.8333333333333334,0.0,0.8333333333333334,,
DS-unknown,Amine_1,AEP,28,25,3,0.8928571428571429,0.4642857142857143,0.5128686847213911,0.37998845813575166,0.4667275421016769,0.3043225106753816,0.5,0.4642857142857143,0.03571428571428571,0.52,0.3333333333333333,0.6400000000000001
DS-unknown,Amine_1,DEEA,14,0,14,0.0,0.2857142857142857,0.4567265004358286,-0.4567265004358286,0.4567265004358286,0.21202879449649778,0.2857142857142857,0.0,0.2857142857142857,,0.2857142857142857,
DS-unknown,Amine_1,MAE,72,28,44,0.3888888888888889,0.8055555555555556,0.7341095286116754,-0.34522063972278655,0.4561843537706949,0.3134086461682368,0.4444444444444444,0.013888888888888888,0.4305555555555556,0.03571428571428571,0.7045454545454546,0.7881493506493505
DS-unknown,Amine_1,BZMEA,5,0,5,0.0,0.0,0.3463801047625711,-0.3463801047625711,0.3463801047625711,0.12183877925913486,0.0,0.0,0.0,,0.0,
DS-unknown,Amine_1,MEA,125,95,30,0.76,0.632,0.5649408879039192,0.19505911209608087,0.3290818913200462,0.16720054838149986,0.224,0.176,0.048,0.23157894736842105,0.2,0.8614035087719298
