protocol,group_family,group_name,n,pos_n,neg_n,pos_rate,pred_pos_rate,proba_mean,signed_residual_mean,abs_residual_mean,brier_mean,error_rate,fn_rate_all,fp_rate_all,fn_given_pos,fp_given_neg,auc
DS-known,Solvent,Isooctanol,8,8,0,1.0,1.0,0.926090132608228,0.07390986739177191,0.07390986739177191,0.008164061762499241,0.0,0.0,0.0,0.0,,
DS-known,system_type,single_amine_aqueous,12,0,12,0.0,0.3333333333333333,0.396701220438421,-0.396701220438421,0.396701220438421,0.22723457710752204,0.3333333333333333,0.0,0.3333333333333333,,0.3333333333333333,
DS-known,system_type,dual_amine_aqueous,120,68,52,0.5666666666666667,0.7166666666666667,0.6415550951129406,-0.07488842844627394,0.3307075995340647,0.16879523060865786,0.26666666666666666,0.058333333333333334,0.20833333333333334,0.10294117647058823,0.4807692307692308,0.8238122171945701
DS-known,system_type,single_amine_solvent,340,236,104,0.6941176470588235,0.6735294117647059,0.6352196712976643,0.05889797576115916,0.31288048930173307,0.15492650782160725,0.22058823529411764,0.12058823529411765,0.1,0.17372881355932204,0.3269230769230769,0.8211782920469362
DS-known,system_type,dual_amine_solvent,21,21,0,1.0,1.0,0.9312913990403795,0.06870860095962057,0.06870860095962057,0.014621438260913465,0.0,0.0,0.0,0.0,,
DS-known,Phase Type,M,168,0,168,0.0,0.375,0.430197640630827,-0.430197640630827,0.430197640630827,0.2447503178501449,0.375,0.0,0.375,,0.375,
DS-known,Phase Type,B,299,299,0,1.0,0.8394648829431438,0.7462295721301927,0.25377042786980725,0.25377042786980725,0.11330887266535307,0.1605351170568562,0.1605351170568562,0.0,0.1605351170568562,,
DS-known,Phase Type,I,26,26,0,1.0,1.0,0.8416533841138925,0.15834661588610738,0.15834661588610738,0.03718842828422834,0.0,0.0,0.0,0.0,,
DS-known,T_bin,<=303 K,132,101,31,0.7651515151515151,0.6818181818181818,0.64382078037014,0.12133073478137509,0.3446253956405226,0.19022982457404422,0.2803030303030303,0.18181818181818182,0.09848484848484848,0.2376237623762376,0.41935483870967744,0.7272436921111467
DS-known,T_bin,303–313 K,268,163,105,0.6082089552238806,0.6865671641791045,0.6306768782552103,-0.022467923031329794,0.3058023052684432,0.14321692227729163,0.22761194029850745,0.07462686567164178,0.15298507462686567,0.12269938650306748,0.3904761904761905,0.8673678060181127
DS-known,T_bin,>333 K,48,38,10,0.7916666666666666,0.9583333333333334,0.8283814363318611,-0.03671476966519441,0.28803492229169403,0.17485030781880365,0.20833333333333334,0.020833333333333332,0.1875,0.02631578947368421,0.9,0.6157894736842106
DS-known,T_bin,313–333 K,45,23,22,0.5111111111111111,0.4444444444444444,0.5224617412151906,-0.011350630104079428,0.24436282812437835,0.09064485937253966,0.06666666666666667,0.06666666666666667,0.0,0.13043478260869565,0.0,0.9130434782608695
DS-known,H2O_wt_bin,0–10,42,31,11,0.7380952380952381,0.8333333333333334,0.7379269215838228,0.00016831651141522932,0.3687581008961995,0.20375260184436297,0.3333333333333333,0.11904761904761904,0.21428571428571427,0.16129032258064516,0.8181818181818182,0.5131964809384164
DS-known,H2O_wt_bin,>60,78,22,56,0.28205128205128205,0.46153846153846156,0.4392735099929095,-0.15722222794162738,0.3649329207476722,0.16510647628243996,0.28205128205128205,0.05128205128205128,0.23076923076923078,0.18181818181818182,0.32142857142857145,0.836038961038961
DS-known,H2O_wt_bin,30–60,124,86,38,0.6935483870967742,0.6935483870967742,0.6147181357269563,0.0788302513698179,0.35254996874918054,0.17187391373663266,0.27419354838709675,0.13709677419354838,0.13709677419354838,0.19767441860465115,0.4473684210526316,0.7836597307221542
DS-known,H2O_wt_bin,0,142,95,47,0.6690140845070423,0.5563380281690141,0.5959506991443851,0.07306338536265719,0.2843027815378885,0.1436830628067135,0.18309859154929578,0.14788732394366197,0.035211267605633804,0.22105263157894736,0.10638297872340426,0.8535274356103024
DS-known,H2O_wt_bin,10–30,107,91,16,0.8504672897196262,0.9719626168224299,0.8520796363107946,-0.0016123465911684067,0.22642779825096007,0.11974795151182736,0.14018691588785046,0.009345794392523364,0.1308411214953271,0.01098901098901099,0.875,0.6888736263736264
DS-known,total_amine_wt_bin,15–30,292,163,129,0.5582191780821918,0.6164383561643836,0.579149160857396,-0.020929982775204286,0.32412050628482586,0.1540574025898911,0.22945205479452055,0.08561643835616438,0.14383561643835616,0.15337423312883436,0.32558139534883723,0.8586579160127454
DS-known,total_amine_wt_bin,30–45,63,52,11,0.8253968253968254,0.7936507936507936,0.6793763158400599,0.14602050955676546,0.31843432924801207,0.14170457979901782,0.15873015873015872,0.09523809523809523,0.06349206349206349,0.11538461538461539,0.36363636363636365,0.7762237762237763
DS-known,total_amine_wt_bin,<=15,31,17,14,0.5483870967741935,0.5806451612903226,0.581247998192759,-0.032860901418565513,0.2907931316810525,0.1399299663317432,0.22580645161290322,0.0967741935483871,0.12903225806451613,0.17647058823529413,0.2857142857142857,0.8655462184873949
DS-known,total_amine_wt_bin,>45,107,93,14,0.8691588785046729,0.8598130841121495,0.8163353539028861,0.052823524601786694,0.26680781226339767,0.16555445253536913,0.2523364485981308,0.1308411214953271,0.12149532710280374,0.15053763440860216,0.9285714285714286,0.5430107526881721
DS-known,x_H2O_qbin,x_H2O4: 0.836 ~ 0.982,107,44,63,0.411214953271028,0.4953271028037383,0.4720409912151126,-0.060826037944084616,0.358288298114425,0.1653395563228124,0.27102803738317754,0.09345794392523364,0.17757009345794392,0.22727272727272727,0.30158730158730157,0.8358585858585859
DS-known,x_H2O_qbin,x_H2O3: 0.705 ~ 0.836,99,70,29,0.7070707070707071,0.7474747474747475,0.6678538930938154,0.039216813976891786,0.34518236179257616,0.1802698048346396,0.2828282828282828,0.12121212121212122,0.16161616161616163,0.17142857142857143,0.5517241379310345,0.7236453201970443
DS-known,x_H2O_qbin,x_H2O1: -0.001 ~ 0.44,188,129,59,0.6861702127659575,0.6223404255319149,0.6293859603863681,0.05678425237958931,0.3026756145555499,0.1557006205223836,0.2127659574468085,0.13829787234042554,0.07446808510638298,0.20155038759689922,0.23728813559322035,0.8197345946656156
DS-known,x_H2O_qbin,x_H2O2: 0.44 ~ 0.705,99,82,17,0.8282828282828283,0.9696969696969697,0.8315995116255133,-0.0033166833426848956,0.23085511434281006,0.11267217775531808,0.1414141414141414,0.0,0.1414141414141414,0.0,0.8235294117647058,0.8012912482065996
DS-known,Am_Med_ratio_qbin,Am_Med_ratio1: 0.011 ~ 0.0844,107,54,53,0.5046728971962616,0.5981308411214953,0.539917697327457,-0.03524480013119528,0.33930746672492257,0.1508044337539633,0.24299065420560748,0.07476635514018691,0.16822429906542055,0.14814814814814814,0.33962264150943394,0.8693221523410203
DS-known,Am_Med_ratio_qbin,Am_Med_ratio2: 0.0844 ~ 0.176,93,54,39,0.5806451612903226,0.6344086021505376,0.5817973316846166,-0.0011521703942939674,0.3275850141478185,0.15690058725053285,0.24731182795698925,0.0967741935483871,0.15053763440860216,0.16666666666666666,0.358974358974359,0.8471035137701806
DS-known,Am_Med_ratio_qbin,Am_Med_ratio3: 0.176 ~ 0.316,98,76,22,0.7755102040816326,0.8979591836734694,0.7740938511575687,0.0014163529240639506,0.31905691948059084,0.17210300426405073,0.2653061224489796,0.07142857142857142,0.19387755102040816,0.09210526315789473,0.8636363636363636,0.6782296650717703
DS-known,Am_Med_ratio_qbin,Am_Med_ratio5: 0.645 ~ 17.71,94,72,22,0.7659574468085106,0.6595744680851063,0.6904225898053021,0.07553485700320862,0.2794008517627098,0.150316635869393,0.2127659574468085,0.1595744680851064,0.05319148936170213,0.20833333333333334,0.22727272727272727,0.8011363636363635
DS-known,Am_Med_ratio_qbin,Am_Med_ratio4: 0.316 ~ 0.645,101,69,32,0.6831683168316832,0.6633663366336634,0.6399957164754501,0.04317260035623341,0.27688128853449157,0.1409962202532803,0.15841584158415842,0.0891089108910891,0.06930693069306931,0.13043478260869565,0.21875,0.8211050724637682
