protocol,group_family,group_name,n,pos_n,neg_n,pos_rate,pred_pos_rate,proba_mean,signed_residual_mean,abs_residual_mean,brier_mean,error_rate,fn_rate_all,fp_rate_all,fn_given_pos,fp_given_neg,auc
LOCO,Solvent,n-propanol,48,36,12,0.75,0.7708333333333334,0.6528205497610156,0.09717945023898444,0.3470874894066367,0.18423409373227592,0.1875,0.08333333333333333,0.10416666666666667,0.1111111111111111,0.4166666666666667,0.6851851851851851
LOCO,Solvent,Methanol,6,0,6,0.0,0.16666666666666666,0.3370492910930527,-0.3370492910930527,0.3370492910930527,0.14269682690220092,0.16666666666666666,0.0,0.16666666666666666,,0.16666666666666666,
LOCO,Solvent,DEGEE,15,5,10,0.3333333333333333,0.4666666666666667,0.48486617904113355,-0.1515328457078003,0.30207381953488643,0.1419219765805425,0.13333333333333333,0.0,0.13333333333333333,0.0,0.2,0.8800000000000001
LOCO,Solvent,isobutanol,5,5,0,1.0,0.8,0.7106208249086912,0.2893791750913087,0.2893791750913087,0.14076417542468533,0.2,0.2,0.0,0.2,,
LOCO,Solvent,n-butanol,15,12,3,0.8,0.8666666666666667,0.7947605089028631,0.005239491097136857,0.2677110871132485,0.14005729883632784,0.2,0.06666666666666667,0.13333333333333333,0.08333333333333333,0.6666666666666666,0.75
LOCO,Solvent,DGM,21,15,6,0.7142857142857143,0.7142857142857143,0.7361839746069572,-0.021898260321243052,0.2618747521613023,0.15421424650269316,0.19047619047619047,0.09523809523809523,0.09523809523809523,0.13333333333333333,0.3333333333333333,0.6666666666666667
LOCO,Solvent,Tertiarybutanol,6,5,1,0.8333333333333334,0.6666666666666666,0.596949253266217,0.23638408006711634,0.261679435931851,0.1244762159597456,0.16666666666666666,0.16666666666666666,0.0,0.2,0.0,1.0
LOCO,Solvent,DEGDEE,23,20,3,0.8695652173913043,0.782608695652174,0.7102030433049203,0.15936217408638395,0.22847547639435056,0.08152654336695889,0.08695652173913043,0.08695652173913043,0.0,0.1,0.0,0.9833333333333334
LOCO,Solvent,DGME,19,10,9,0.5263157894736842,0.5789473684210527,0.5870464533196691,-0.06073066384598495,0.18406909449869535,0.07389981432322594,0.05263157894736842,0.0,0.05263157894736842,0.0,0.1111111111111111,0.9777777777777777
LOCO,Solvent,Isooctanol,8,8,0,1.0,1.0,0.8367000470230761,0.16329995297692398,0.16329995297692398,0.039790740808758905,0.0,0.0,0.0,0.0,,
LOCO,Solvent,1-Octanol,9,9,0,1.0,1.0,0.8451790467089517,0.15482095329104842,0.15482095329104842,0.038623479637916396,0.0,0.0,0.0,0.0,,
LOCO,Solvent,n-pentylalcohol,12,12,0,1.0,0.9166666666666666,0.847696173554063,0.15230382644593712,0.15230382644593712,0.07322196271856989,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,,
LOCO,Solvent,1-Heptanol,9,9,0,1.0,1.0,0.8501740704190565,0.1498259295809435,0.1498259295809435,0.03575466046567605,0.0,0.0,0.0,0.0,,
LOCO,Solvent,DMSO,18,17,1,0.9444444444444444,1.0,0.942313800198565,0.0021306442458795417,0.10546992013426632,0.05903451855346981,0.05555555555555555,0.0,0.05555555555555555,0.0,1.0,0.8235294117647058
LOCO,Solvent,DMCA,5,5,0,1.0,1.0,0.9327114740964033,0.06728852590359677,0.06728852590359677,0.005314398804073352,0.0,0.0,0.0,0.0,,
LOCO,system_type,single_amine_aqueous,12,0,12,0.0,0.4166666666666667,0.405562599804989,-0.405562599804989,0.405562599804989,0.2418394389523347,0.4166666666666667,0.0,0.4166666666666667,,0.4166666666666667,
LOCO,system_type,dual_amine_aqueous,120,68,52,0.5666666666666667,0.7083333333333334,0.6919527890785038,-0.125286122411837,0.34905393677600566,0.20685923664017683,0.25833333333333336,0.058333333333333334,0.2,0.10294117647058823,0.46153846153846156,0.7779977375565611
LOCO,system_type,single_amine_solvent,340,236,104,0.6941176470588235,0.6588235294117647,0.6216031500679771,0.07251449699084644,0.34544160375562655,0.20005336065165463,0.2647058823529412,0.15,0.11470588235294117,0.21610169491525424,0.375,0.728650586701434
LOCO,system_type,dual_amine_solvent,21,21,0,1.0,1.0,0.9409285959358655,0.059071404064134615,0.059071404064134615,0.010483461265142453,0.0,0.0,0.0,0.0,,
LOCO,Phase Type,M,168,0,168,0.0,0.40476190476190477,0.47455216011275614,-0.47455216011275614,0.47455216011275614,0.31165661526980754,0.40476190476190477,0.0,0.40476190476190477,,0.40476190476190477,
LOCO,Phase Type,B,299,299,0,1.0,0.8060200668896321,0.7237618204686431,0.2762381795313569,0.2762381795313569,0.14382002730664395,0.1939799331103679,0.1939799331103679,0.0,0.1939799331103679,,
LOCO,Phase Type,I,26,26,0,1.0,1.0,0.8798503925299362,0.1201496074700637,0.1201496074700637,0.023191440090984408,0.0,0.0,0.0,0.0,,
LOCO,T_bin,<=303 K,132,101,31,0.7651515151515151,0.6590909090909091,0.6008208156425656,0.16433069950894963,0.3681273688377383,0.22019002386280173,0.2878787878787879,0.19696969696969696,0.09090909090909091,0.25742574257425743,0.3870967741935484,0.7144682210156499
LOCO,T_bin,303–313 K,268,163,105,0.6082089552238806,0.6828358208955224,0.6498603897276735,-0.041651434503792925,0.3523582055399089,0.20551653718100582,0.2835820895522388,0.1044776119402985,0.1791044776119403,0.17177914110429449,0.45714285714285713,0.7298276365761028
LOCO,T_bin,313–333 K,45,23,22,0.5111111111111111,0.4666666666666667,0.5562842344486624,-0.0451731233375513,0.25460219558587444,0.09997215270380701,0.044444444444444446,0.044444444444444446,0.0,0.08695652173913043,0.0,0.9130434782608695
LOCO,T_bin,>333 K,48,38,10,0.7916666666666666,0.9166666666666666,0.843790307558765,-0.05212364089209848,0.22837412084164596,0.15252531221477286,0.20833333333333334,0.041666666666666664,0.16666666666666666,0.05263157894736842,0.8,0.7131578947368421
LOCO,H2O_wt_bin,30–60,124,86,38,0.6935483870967742,0.717741935483871,0.6567119877574683,0.03683639933930596,0.38411947065787,0.23978203962855213,0.29838709677419356,0.13709677419354838,0.16129032258064516,0.19767441860465115,0.5263157894736842,0.5896572827417381
LOCO,H2O_wt_bin,>60,78,22,56,0.28205128205128205,0.44871794871794873,0.501516666481331,-0.21946538443004884,0.381518090647904,0.207793767909305,0.2692307692307692,0.05128205128205128,0.21794871794871795,0.18181818181818182,0.30357142857142855,0.8035714285714287
LOCO,H2O_wt_bin,0–10,42,31,11,0.7380952380952381,0.8095238095238095,0.7323401475285254,0.005755090566712708,0.37423814321047577,0.22161702912375145,0.35714285714285715,0.14285714285714285,0.21428571428571427,0.1935483870967742,0.8181818181818182,0.530791788856305
LOCO,H2O_wt_bin,0,142,95,47,0.6690140845070423,0.5422535211267606,0.5313224353574809,0.1376916491495613,0.33276249166002064,0.18185679799210838,0.22535211267605634,0.176056338028169,0.04929577464788732,0.2631578947368421,0.14893617021276595,0.8134378499440089
LOCO,H2O_wt_bin,10–30,107,91,16,0.8504672897196262,0.9345794392523364,0.8621401770132284,-0.011672887293602368,0.23443333748004755,0.13916831423772524,0.19626168224299065,0.056074766355140186,0.14018691588785046,0.06593406593406594,0.9375,0.6043956043956045
LOCO,total_amine_wt_bin,15–30,292,163,129,0.5582191780821918,0.5993150684931506,0.5879356329465921,-0.029716454864400388,0.35226395619323614,0.20247040623173213,0.2602739726027397,0.1095890410958904,0.1506849315068493,0.19631901840490798,0.34108527131782945,0.7560279640462263
LOCO,total_amine_wt_bin,<=15,31,17,14,0.5483870967741935,0.5806451612903226,0.6125271096696651,-0.06414001289547161,0.3364792972550072,0.19475565884786106,0.22580645161290322,0.0967741935483871,0.12903225806451613,0.17647058823529413,0.2857142857142857,0.7647058823529411
LOCO,total_amine_wt_bin,30–45,63,52,11,0.8253968253968254,0.7936507936507936,0.6898434610775253,0.13555336431930004,0.32636323861257815,0.16769635909814726,0.2222222222222222,0.12698412698412698,0.09523809523809523,0.15384615384615385,0.5454545454545454,0.6835664335664335
LOCO,total_amine_wt_bin,>45,107,93,14,0.8691588785046729,0.8598130841121495,0.793270786512122,0.07588809199255085,0.2952434665151196,0.1891572178060473,0.27102803738317754,0.14018691588785046,0.1308411214953271,0.16129032258064516,1.0,0.5023041474654377
LOCO,x_H2O_qbin,x_H2O4: 0.836 ~ 0.982,107,44,63,0.411214953271028,0.4953271028037383,0.5321939523118522,-0.1209789990408241,0.3705102437064863,0.19981330577564602,0.27102803738317754,0.09345794392523364,0.17757009345794392,0.22727272727272727,0.30158730158730157,0.7886002886002886
LOCO,x_H2O_qbin,x_H2O3: 0.705 ~ 0.836,99,70,29,0.7070707070707071,0.7676767676767676,0.6986633190538659,0.008407388016841115,0.3672613910530396,0.2408491893488669,0.30303030303030304,0.12121212121212122,0.18181818181818182,0.17142857142857143,0.6206896551724138,0.5773399014778324
LOCO,x_H2O_qbin,x_H2O1: -0.001 ~ 0.44,188,129,59,0.6861702127659575,0.6117021276595744,0.5799231193682431,0.10624709339771436,0.34050220944991094,0.18831116414690868,0.2553191489361702,0.16489361702127658,0.09042553191489362,0.24031007751937986,0.288135593220339,0.7817632374195244
LOCO,x_H2O_qbin,x_H2O2: 0.44 ~ 0.705,99,82,17,0.8282828282828283,0.9191919191919192,0.8471483787870211,-0.018865550504192686,0.2568280727839612,0.1549180267598893,0.1919191919191919,0.050505050505050504,0.1414141414141414,0.06097560975609756,0.8235294117647058,0.609038737446198
LOCO,Am_Med_ratio_qbin,Am_Med_ratio2: 0.0844 ~ 0.176,93,54,39,0.5806451612903226,0.6344086021505376,0.6225649195966663,-0.04191975830634381,0.36772161403012016,0.22993457703897321,0.2903225806451613,0.11827956989247312,0.17204301075268819,0.2037037037037037,0.41025641025641024,0.7089268755935423
LOCO,Am_Med_ratio_qbin,Am_Med_ratio5: 0.645 ~ 17.71,94,72,22,0.7659574468085106,0.648936170212766,0.612323106637516,0.15363434017099478,0.34938245959413194,0.20038275768263056,0.2872340425531915,0.20212765957446807,0.0851063829787234,0.2638888888888889,0.36363636363636365,0.7462121212121213
LOCO,Am_Med_ratio_qbin,Am_Med_ratio1: 0.011 ~ 0.0844,107,54,53,0.5046728971962616,0.5887850467289719,0.5983550719101391,-0.09368217471387753,0.34169672400998546,0.18050463898955343,0.2336448598130841,0.07476635514018691,0.1588785046728972,0.14814814814814814,0.32075471698113206,0.8263452131376661
LOCO,Am_Med_ratio_qbin,Am_Med_ratio3: 0.176 ~ 0.316,98,76,22,0.7755102040816326,0.8877551020408163,0.7672538026122111,0.00825640146942154,0.3414674937294194,0.20369828737674273,0.29591836734693877,0.09183673469387756,0.20408163265306123,0.11842105263157894,0.9090909090909091,0.6004784688995216
LOCO,Am_Med_ratio_qbin,Am_Med_ratio4: 0.316 ~ 0.645,101,69,32,0.6831683168316832,0.6435643564356436,0.6369691339410657,0.04619918289061744,0.2809746852657353,0.16304112426519826,0.1782178217821782,0.10891089108910891,0.06930693069306931,0.15942028985507245,0.21875,0.7513586956521738
LOCO,Delta_S_np_qbin,Delta_S_np2: 0.0647 ~ 0.165,85,59,26,0.6941176470588235,0.7529411764705882,0.6727088919293988,0.021408755129424716,0.3578650856764516,0.19630098152780184,0.27058823529411763,0.10588235294117647,0.16470588235294117,0.15254237288135594,0.5384615384615384,0.7294654498044328
