row_id,Amine_1,Amine_2,Solvent,canonical_amine_object,chemistry_object,amine_count,y,x_Am1,x_Am2,x_Sol,x_H2O,S_ideal,minus_T_Smix,inv_T,xa_invT,ln_MW_ratio,Am_Med_ratio,Water_ent,Am_acc,Am_don,Am_np,Am_wid,Sv_acc,Sv_don,Sv_np,Sv_wid,Delta_S_np,Delta_S_acc,Sal_Out
105,MEA,,sulfolane,MEA,MEA__sulfolane,1,1,0.23788576961197708,0.0,0.19749852384976171,0.5646157065382612,0.9846828948424609,-308.20574608569024,3.194888178913738,0.7600184332651025,0.3170079938695079,0.312139256985856,0.32273995277435796,0.1735872897491033,0.1170908859105395,0.7093218243403573,6.759658646337234e-05,0.29001850354044745,0.17052189474564405,0.5394596017139086,9.394974650641135e-05,0.16986222262644868,0.11643121379134413,0.3045873641705475
106,MEA,,sulfolane,MEA,MEA__sulfolane,1,1,0.28319436472087656,0.0,0.2687026470666349,0.44810298821248845,1.0701064411270402,-334.9433160727636,3.194888178913738,0.9047743281817143,0.0813733999230298,0.3950783180020703,0.3597066924376828,0.1735872897491033,0.1170908859105395,0.7093218243403573,6.759658646337234e-05,0.27412923939576406,0.12593520317592888,0.5999355574283071,8.260373119138632e-05,0.10938626691205022,0.10054194964666074,0.26883291601854936
107,MEA,,sulfolane,MEA,MEA__sulfolane,1,1,0.3498229194359898,0.0,0.373411870742503,0.27676520982150715,1.090795568801647,-341.4190130349155,3.194888178913738,1.117645110019137,-0.22748018494510808,0.538042527017394,0.3555286446865257,0.1735872897491033,0.1170908859105395,0.7093218243403573,6.759658646337234e-05,0.2552941958762752,0.07308239209174677,0.6716234120319781,6.915422880820945e-05,0.037698412308379226,0.08170690612717191,0.18588199455206697
108,DGA,TMEDA,,DGA|TMEDA,DGA|TMEDA__NO_SOLVENT,2,1,0.11566774314297139,0.20929642556145156,0.0,0.675035831295577,0.8421215823682346,-263.58405528125746,3.194888178913738,1.0382241811642907,1.829663135421067,0.48140284357979507,0.2652819979515501,0.07683797865832231,0.028423474853888263,0.8947385464877895,2.8508511794511663e-05,0.3562763508789981,0.35644732064686485,0.28727632847413703,0.0001412623541007264,0.6074622180136524,0.2794383722206758,0.19392181520308033
109,DGA,PMDETA,,DGA|PMDETA,DGA|PMDETA__NO_SOLVENT,2,1,0.1242341755117617,0.15073637666505205,0.0,0.7250294478231862,0.7774561396024847,-243.34377169557771,3.194888178913738,0.8785001666990856,2.0681605514456396,0.3792543227064784,0.23312814900788367,0.08958796233743617,0.029326417030689087,0.8810856206318747,3.2489031778811265e-05,0.3562763508789981,0.35644732064686485,0.28727632847413703,0.0001412623541007264,0.5938092921577376,0.26668838854156196,0.20828379780627584
110,TETA,DMAC,,DMAC|TETA,DMAC|TETA__NO_SOLVENT,2,1,0.08806305699151266,0.19709013916614754,0.0,0.7148468038423398,0.7740247245663234,-242.26973878925924,3.194888178913738,0.911032575583579,1.766339553535069,0.3989011276605668,0.2399647930553694,0.12711620428729278,0.030969926413453343,0.8419138692992539,4.5167687593370434e-05,0.3562763508789981,0.35644732064686485,0.28727632847413703,0.0001412623541007264,0.554637540825117,0.22916014659170533,0.20535856522929902
111,DETA,DMAC,,DETA|DMAC,DETA|DMAC__NO_SOLVENT,2,1,0.10183448405093778,0.1205913762890108,0.0,0.7775741396600514,0.6833432348245101,-213.88643250007166,3.194888178913738,0.7106257518848198,1.6570502699677505,0.28605100014887996,0.19561921181077227,0.1332313415475084,0.05314589638868952,0.8136227620638021,5.0475826734313895e-05,0.3562763508789981,0.35644732064686485,0.28727632847413703,0.0001412623541007264,0.526346433589665,0.2230450093314897,0.22337864395797544
112,AEEA,DEEA,,AEEA|DEEA,AEEA|DEEA__NO_SOLVENT,2,1,0.11683817691877027,0.2076770878664189,0.0,0.675484735214811,0.8422776797534093,-263.6329137628171,3.194888178913738,1.0367899833392626,1.831710272077242,0.4804183542082703,0.26500935933265996,0.09532275903721328,0.03853823887062746,0.8661390020921593,3.542243182326332e-05,0.3562763508789981,0.35644732064686485,0.28727632847413703,0.0001412623541007264,0.5788626736180222,0.26095359184178485,0.19405077467283552
113,1-amino-2-propanol,TMEDA,,1-amino-2-propanol|TMEDA,1-amino-2-propanol|TMEDA__NO_SOLVENT,2,1,0.15475101005391365,0.20004652203220963,0.0,0.6452024679138768,0.8933936789785848,-279.63222152029704,3.194888178913738,1.1335384411697231,1.6966291653264065,0.549901077149836,0.2827219841058534,0.07459907806792512,0.03291587045159719,0.8924850514804777,2.9066066592302178e-05,0.3562763508789981,0.35644732064686485,0.28727632847413703,0.0001412623541007264,0.6052087230063408,0.281677272811073,0.18535139610475074
114,1-amino-2-propanol,PMDETA,,1-amino-2-propanol|PMDETA,1-amino-2-propanol|PMDETA__NO_SOLVENT,2,1,0.1656697176135375,0.14360451183666173,0.0,0.6907257705498007,0.8321034982966178,-260.44839496684136,3.194888178913738,0.9880965797130966,1.902126817563908,0.4477525562765333,0.2555770951369386,0.08687840777147271,0.03392857459363453,0.879193017634893,3.2938306764390097e-05,0.3562763508789981,0.35644732064686485,0.28727632847413703,0.0001412623541007264,0.5919166891607559,0.2693979431075254,0.19842916334601593
115,1-amino-2-propanol,DMAE,,1-amino-2-propanol|DMAE,1-amino-2-propanol|DMAE__NO_SOLVENT,2,1,0.1458881018888935,0.24586150061649753,0.0,0.608250397494609,0.9281657421571046,-290.5158772951737,3.194888178913738,1.2515961741386297,1.5385760572651528,0.6440597558478688,0.3024030252203573,0.1252222459269873,0.06492265007105241,0.8098551040019604,4.590582492674401e-05,0.3562763508789981,0.35644732064686485,0.28727632847413703,0.0001412623541007264,0.5225787755278233,0.2310541049520108,0.1747359409851857
116,1-amino-2-propanol,DEEA,,1-amino-2-propanol|DEEA,1-amino-2-propanol|DEEA__NO_SOLVENT,2,1,0.15501138052073565,0.19870059052312405,0.0,0.6462880289561402,0.8921836475202074,-279.2534816738249,3.194888178913738,1.1300701950283059,1.7013746175103286,0.5472977297979889,0.2821111935360584,0.0946486645830252,0.03816664355581717,0.8671846918611578,3.4788305629801625e-05,0.3562763508789981,0.35644732064686485,0.28727632847413703,0.0001412623541007264,0.5799083633870208,0.2616276862959729,0.18566325209530674
117,1-amino-2-propanol,DMAC,,1-amino-2-propanol|DMAC,1-amino-2-propanol|DMAC__NO_SOLVENT,2,1,0.1450628067344628,0.25012769396093376,0.0,0.6048094993046034,0.9308029344213111,-291.3413184738704,3.194888178913738,1.262589459090724,1.5241578910493103,0.653413184067255,0.30412346566577425,0.13509897272672558,0.03326447719283521,0.8316365500804391,4.6464446082180256e-05,0.3562763508789981,0.35644732064686485,0.28727632847413703,0.0001412623541007264,0.5443602216063022,0.22117737815227254,0.1737474523865076
118,1-amino-2-propanol,NMP,,1-amino-2-propanol|NMP,1-amino-2-propanol|NMP__NO_SOLVENT,2,1,0.14959641383268152,0.2266921456908707,0.0,0.6237114404764478,0.9150872118489989,-286.42229730873663,3.194888178913738,1.2021998706822756,1.6039438203519853,0.6033055273693638,0.2944338709262537,0.13801990994990837,0.03529235600244521,0.8266877340476464,4.650493652714986e-05,0.3562763508789981,0.35644732064686485,0.28727632847413703,0.0001412623541007264,0.5394114055735093,0.21825644092908975,0.17917753264738917
119,1-amino-2-propanol,,ethanol,1-amino-2-propanol,1-amino-2-propanol__ethanol,1,1,0.13618108506948573,0.0,0.29603992505890847,0.5677789898716058,0.9532475606893287,-298.3664864957599,3.194888178913738,0.4350833388801461,1.0000797893197302,0.15765003835356223,0.32137598894019687,0.14378340243936763,0.09617032334751859,0.7600462742131138,5.64192196057124e-05,0.24130160895804575,0.21427397705453197,0.5444244139874224,9.355993507704604e-05,0.2156218602256914,0.09751820651867812,0.3091127438352196
120,1-amino-2-propanol,,n-butanol,1-amino-2-propanol,1-amino-2-propanol__n-butanol,1,1,0.1533648322249576,0.0,0.20721208285775067,0.6394230849172917,0.8996465249426244,-281.5893623070414,3.194888178913738,0.48998348953660575,0.8611523995781308,0.18114630488102604,0.2859429309007772,0.14378340243936763,0.09617032334751859,0.7600462742131138,5.64192196057124e-05,0.22635853732949304,0.20639223139157956,0.5672492312789272,8.839154898960595e-05,0.19279704293418654,0.08257513489012541,0.36271225338133395
121,1-amino-2-propanol,,n-pentylalcohol,1-amino-2-propanol,1-amino-2-propanol__n-pentylalcohol,1,1,0.15859414609459477,0.0,0.18018022170256923,0.661225632202836,0.874351493467298,-273.67201745526427,3.194888178913738,0.5066905626025392,0.8214278694350232,0.18848709615970438,0.27352269261271017,0.14378340243936763,0.09617032334751859,0.7600462742131138,5.64192196057124e-05,0.2225825166395479,0.20303348453259673,0.5743839988278554,8.677036014067955e-05,0.18566227538525837,0.07879911420018026,0.37979742275214173
122,1-amino-2-propanol,,isopropanol,1-amino-2-propanol,1-amino-2-propanol__isopropanol,1,1,0.14628949028220684,0.0,0.2437866059768113,0.6099239037409819,0.9268477138594968,-290.1033344380225,3.194888178913738,0.4673785632019388,0.9167068256519814,0.17135725590445602,0.30155923371747334,0.14378340243936763,0.09617032334751859,0.7600462742131138,5.64192196057124e-05,0.23313988929651408,0.2103171596648359,0.55654295103865,9.05043279709214e-05,0.20350332317446373,0.08935648685714645,0.33944884929701963
123,1-amino-2-propanol,TMEDA,DMSO,1-amino-2-propanol|TMEDA,1-amino-2-propanol|TMEDA__DMSO,2,1,0.1718097443818294,0.22209833591944764,0.033031641523148324,0.5730602781755747,1.0685040474810155,-334.4417668615578,3.194888178913738,1.2584922693331535,1.5295263625540654,0.6499147530236526,0.31905954491344474,0.07459907806792512,0.03291587045159719,0.8924850514804777,2.9066066592302178e-05,0.330425816685575,0.31063738748765785,0.3589367958267671,0.00012967491798504085,0.5335482556537107,0.25582673861764993,0.2056924200639366
124,1-amino-2-propanol,DEEA,DMSO,1-amino-2-propanol|DEEA,1-amino-2-propanol|DEEA__DMSO,2,1,0.1721307413098296,0.22064496058643274,0.033093355458489335,0.5741309426452482,1.0676830892277167,-334.18480692827535,3.194888178913738,1.254874446952915,1.5342718147379877,0.6468379198958111,0.31858398871920507,0.0946486645830252,0.03816664355581717,0.8671846918611578,3.4788305629801625e-05,0.330425816685575,0.31063738748765785,0.3589367958267671,0.00012967491798504085,0.5082478960343907,0.23577715210254982,0.20607672093808677
125,MAE,,ethanol,MAE,MAE__ethanol,1,0,0.10119352153094588,0.0,0.054995380810746744,0.8438110976583073,0.5346221077657235,-167.33671973067146,3.194888178913738,0.32330198572187185,1.336735149495859,0.11258655111520471,0.14330159285805658,0.14249471519363885,0.09207974615126893,0.7654255386550921,5.459151713440061e-05,0.32996741938220564,0.32391470787690324,0.34611787274089123,0.00013034691938654396,0.4193076659142009,0.1874727041885668,0.29205810211664973
126,MAE,,ethanol,MAE,MAE__ethanol,1,0,0.11067139817211094,0.0,0.12029259571664858,0.7690360061112405,0.7003301145789808,-219.20332586322098,3.194888178913738,0.35358274176393273,1.2366035037808367,0.12444376346888779,0.2019623045526029,0.14249471519363885,0.09207974615126893,0.7654255386550921,5.459151713440061e-05,0.3021296429630569,0.28949158427983307,0.40837877275711004,0.00011879717294131643,0.35704676589798207,0.15963492776941804,0.31405798038173777
127,MAE,,ethanol,MAE,MAE__ethanol,1,0,0.12210815861621052,0.0,0.19908541322412443,0.678806428159665,0.8410857060722197,-263.25982600060473,3.194888178913738,0.39012191251185474,1.1253183401517508,0.13909248595316334,0.26298269479099207,0.14249471519363885,0.09207974615126893,0.7654255386550921,5.459151713440061e-05,0.27262576902491614,0.25300822857379385,0.47436600240129007,0.000106556169003678,0.29105953625380204,0.1301310538312773,0.32200269173039875
128,MAE,,ethanol,MAE,MAE__ethanol,1,0,0.13618108506948573,0.0,0.29603992505890847,0.5677789898716058,0.9532475606893287,-298.3664864957599,3.194888178913738,0.4350833388801461,1.0000797893197302,0.15765003835356223,0.32137598894019687,0.14249471519363885,0.09207974615126893,0.7654255386550921,5.459151713440061e-05,0.24130160895804575,0.21427397705453197,0.5444244139874224,9.355993507704604e-05,0.22100112466766975,0.0988068937644069,0.3091127438352196
129,MAE,,ethanol,MAE,MAE__ethanol,1,0,0.1539203573063402,0.0,0.41825348779861077,0.42782615489504905,1.015853063430776,-317.9620088538329,3.194888178913738,0.49175833005220515,0.8568803267962637,0.18192183045099958,0.3632408109546964,0.14249471519363885,0.09207974615126893,0.7654255386550921,5.459151713440061e-05,0.20798334275946645,0.17307389059199219,0.6189427666485414,7.973635361486609e-05,0.1464827720065507,0.0654886275658276,0.2647999039553491
130,MAE,,ethanol,MAE,MAE__ethanol,1,0,0.17697332361739648,0.0,0.5770754003875173,0.24595127599508612,0.9687171579206026,-303.20847042914863,3.194888178913738,0.5654099796082955,0.689691746162834,0.21502744527676917,0.3449766282672306,0.14249471519363885,0.09207974615126893,0.7654255386550921,5.459151713440061e-05,0.17247429196272973,0.12916476415939743,0.6983609438778731,6.50038231064847e-05,0.06706459477721904,0.029979576769090882,0.1717627652518956
131,MAE,,n-propanol,MAE,MAE__n-propanol,1,0,0.102509379604634,0.0,0.042707124220600724,0.8547834961747653,0.5022897311242432,-157.21668584188814,3.194888178913738,0.3275060051266262,1.3223505063778982,0.11421777261511874,0.1341215678499643,0.14249471519363885,0.09207974615126893,0.7654255386550921,5.459151713440061e-05,0.3275982254405707,0.32351419250341346,0.348887582056016,0.00012968051391704067,0.4165379565990761,0.18510351024693186,0.29822334716180166
132,MAE,,n-propanol,MAE,MAE__n-propanol,1,0,0.11386853982555258,0.0,0.0948790811905072,0.7912523789839403,0.6561205362730644,-205.36572785346917,3.194888178913738,0.36379725183882616,1.2045228305565059,0.12850073035778173,0.18526248602555703,0.14249471519363885,0.09207974615126893,0.7654255386550921,5.459151713440061e-05,0.2968232104958638,0.28817305722012215,0.41500373228401394,0.00011725183180109429,0.35042180637107817,0.15432849530222495,0.3283726904569403
133,MAE,,n-propanol,MAE,MAE__n-propanol,1,0,0.1280588620951618,0.0,0.16005439947466882,0.7118867384301694,0.7983783134082811,-249.892412096792,3.194888178913738,0.409133744712977,1.0709340405058432,0.1468664070635821,0.24192506587786522,0.14249471519363885,0.09207974615126893,0.7654255386550921,5.459151713440061e-05,0.263712598313238,0.2501497897558756,0.4861376119308864,0.00010387990414352487,0.2792879267242057,0.12121788311959916,0.3460749189857101
134,MAE,,n-propanol,MAE,MAE__n-propanol,1,0,0.14628949028220684,0.0,0.2437866059768113,0.6099239037409819,0.9268477138594968,-290.1033344380225,3.194888178913738,0.4673785632019388,0.9167068256519814,0.17135725590445602,0.30155923371747334,0.14249471519363885,0.09207974615126893,0.7654255386550921,5.459151713440061e-05,0.22799001972658733,0.2091270157696693,0.5628829645037434,8.945311752926385e-05,0.2025425741513487,0.08549530453294849,0.34331577505941974
135,MAE,,n-propanol,MAE,MAE__n-propanol,1,0,0.17057240197173143,0.0,0.35531659579391645,0.47411100223435215,1.0231716055054139,-320.25271252319453,3.194888178913738,0.5449597507084072,0.7342781099790396,0.20565074320774207,0.35383558501368023,0.14249471519363885,0.09207974615126893,0.7654255386550921,5.459151713440061e-05,0.18933371173877467,0.16473523196048426,0.645931056300741,7.384152596085148e-05,0.11949448235435112,0.04683899654513582,0.30624302047703805
136,MAE,,n-propanol,MAE,MAE__n-propanol,1,0,0.2045213465411686,0.0,0.511242107962384,0.28423654549644733,1.0251457369486312,-320.87061566492156,3.194888178913738,0.6534228323998997,0.5109737988125976,0.2571047578104447,0.3575549305990933,0.14249471519363885,0.09207974615126893,0.7654255386550921,5.459151713440061e-05,0.14736679847029577,0.11654164499039693,0.7360915565393074,5.6892925758803977e-05,0.02933398211578475,0.004872083276656919,0.20922412119983558
137,MAE,,isopropanol,MAE,MAE__isopropanol,1,0,0.102509379604634,0.0,0.042707124220600724,0.8547834961747653,0.5022897311242432,-157.21668584188814,3.194888178913738,0.3275060051266262,1.3223505063778982,0.11421777261511874,0.1341215678499643,0.14249471519363885,0.09207974615126893,0.7654255386550921,5.459151713440061e-05,0.32873770170727595,0.3237662838120058,0.3474960144807183,0.00012991066019631754,0.4179295241743738,0.1862429865136371,0.2970338581646253
138,MAE,,isopropanol,MAE,MAE__isopropanol,1,0,0.11386853982555258,0.0,0.0948790811905072,0.7912523789839403,0.6561205362730644,-205.36572785346917,3.194888178913738,0.36379725183882616,1.2045228305565059,0.12850073035778173,0.18526248602555703,0.14249471519363885,0.09207974615126893,0.7654255386550921,5.459151713440061e-05,0.29919301763059986,0.28870461820294613,0.41210236416645396,0.00011773205928640626,0.35332317448863815,0.156698302436961,0.3260769760316128
139,MAE,,isopropanol,MAE,MAE__isopropanol,1,0,0.1280588620951618,0.0,0.16005439947466882,0.7118867384301694,0.7983783134082811,-249.892412096792,3.194888178913738,0.409133744712977,1.0709340405058432,0.1468664070635821,0.24192506587786522,0.14249471519363885,0.09207974615126893,0.7654255386550921,5.459151713440061e-05,0.26741482096448477,0.2509923684366386,0.48159281059887676,0.00010463278283455885,0.28383272805621534,0.12492010577084592,0.3428395351886527
140,MAE,,isopropanol,MAE,MAE__isopropanol,1,0,0.14628949028220684,0.0,0.2437866059768113,0.6099239037409819,0.9268477138594968,-290.1033344380225,3.194888178913738,0.4673785632019388,0.9167068256519814,0.17135725590445602,0.30155923371747334,0.14249471519363885,0.09207974615126893,0.7654255386550921,5.459151713440061e-05,0.23313988929651408,0.2103171596648359,0.55654295103865,9.05043279709214e-05,0.20888258761644207,0.09064517410287523,0.33944884929701963
141,MAE,,isopropanol,MAE,MAE__isopropanol,1,0,0.17057240197173143,0.0,0.35531659579391645,0.47411100223435215,1.0231716055054139,-320.25271252319453,3.194888178913738,0.5449597507084072,0.7342781099790396,0.20565074320774207,0.35383558501368023,0.14249471519363885,0.09207974615126893,0.7654255386550921,5.459151713440061e-05,0.1960619474604022,0.16631552489507348,0.6376225276445243,7.522044504988166e-05,0.1278030110105678,0.053567232266763354,0.30230385562874634
142,MAE,,isopropanol,MAE,MAE__isopropanol,1,0,0.2045213465411686,0.0,0.511242107962384,0.28423654549644733,1.0251457369486312,-320.87061566492156,3.194888178913738,0.6534228323998997,0.5109737988125976,0.2571047578104447,0.3575549305990933,0.14249471519363885,0.09207974615126893,0.7654255386550921,5.459151713440061e-05,0.15582249011524787,0.11856201383825311,0.725615496046499,5.863335462394369e-05,0.03981004260859311,0.013327774921609026,0.2062464419549479
143,MAE,,n-butanol,MAE,MAE__n-butanol,1,1,0.10334459774058055,0.0,0.03490736604874216,0.8617480362106773,0.4798975487768631,-150.20793276715816,3.194888178913738,0.3301744336759762,1.3133047476630664,0.11525564612676671,0.12822151750574093,0.14249471519363885,0.09207974615126893,0.7654255386550921,5.459151713440061e-05,0.3275833003405306,0.3233068440492078,0.34910985561026175,0.00012958555139437166,0.41631568304483035,0.18508858514689178,0.3008447324939362
144,MAE,,n-butanol,MAE,MAE__n-butanol,1,1,0.11595041451158312,0.0,0.07833062688036121,0.8057189586080556,0.623371289098564,-195.11521348785053,3.194888178913738,0.3704486086632049,1.1840526542469894,0.13115827032189836,0.17405163815801228,0.14249471519363885,0.09207974615126893,0.7654255386550921,5.459151713440061e-05,0.2965700965149432,0.2874865901440911,0.4159433133409657,0.0001169645488714286,0.3494822253141264,0.15407538132130436,0.33513341326506707
145,MAE,,n-butanol,MAE,MAE__n-butanol,1,1,0.13205873847446362,0.0,0.13381897529181813,0.7341222862337183,0.7634020342873844,-238.9448367319513,3.194888178913738,0.42191290247432467,1.0355793688785224,0.15215170003808612,0.22690226790833445,0.14249471519363885,0.09207974615126893,0.7654255386550921,5.459151713440061e-05,0.262943466799559,0.24864782904245292,0.48840870415798815,0.00010327999754383669,0.27701683449710396,0.12044875160592014,0.35855171451291
146,MAE,,n-butanol,MAE,MAE__n-butanol,1,1,0.1533648322249576,0.0,0.20721208285775067,0.6394230849172917,0.8996465249426244,-281.5893623070414,3.194888178913738,0.48998348953660575,0.8611523995781308,0.18114630488102604,0.2859429309007772,0.14249471519363885,0.09207974615126893,0.7654255386550921,5.459151713440061e-05,0.22635853732949304,0.20639223139157956,0.5672492312789272,8.839154898960595e-05,0.19817630737616487,0.0838638221358542,0.36271225338133395
147,MAE,,n-butanol,MAE,MAE__n-butanol,1,0,0.18286846621543812,0.0,0.3088432597598535,0.5082882740247083,1.0175198970160961,-318.4837277660381,3.194888178913738,0.5842443010077896,0.6497350870218697,0.22379318219216826,0.3439619910028024,0.14249471519363885,0.09207974615126893,0.7654255386550921,5.459151713440061e-05,0.18640696175150218,0.16024815710756823,0.6533448811409297,7.213302428807788e-05,0.11208065751416241,0.04391224655786333,0.3320875419780014
148,MAE,,n-butanol,MAE,MAE__n-butanol,1,0,0.2264275821655941,0.0,0.45889135960605854,0.31468105822834724,1.0576022369358036,-331.02950016090654,3.194888178913738,0.7234108056408758,0.3812962605556244,0.2927037946869655,0.36383287590115976,0.14249471519363885,0.09207974615126893,0.7654255386550921,5.459151713440061e-05,0.1426016146644998,0.10965297629740033,0.7477454090381002,5.430618492618972e-05,0.017680129616991946,0.00010689947086095497,0.23530131660149772
149,EAE,,DEGDEE,EAE,EAE__DEGDEE,1,1,0.266793350222578,0.0,0.2931834092812032,0.4400232404962187,1.0734596425600729,-389.66585024930646,2.7548209366391183,0.7349679069492506,0.16365533553689932,0.36387197293314794,0.36122728179515995,0.12242887122023806,0.08163117451179396,0.7959399542679679,4.6728925696333407e-05,0.15975120160102768,0.07597578111323511,0.7642730172857373,5.3419618835189795e-05,0.031666936982230665,0.03732233038078962,0.3362978896898927
150,EAE,,DEGDEE,EAE,EAE__DEGDEE,1,1,0.266793350222578,0.0,0.2931834092812032,0.4400232404962187,1.0734596425600729,-378.93125382370573,2.8328611898016995,0.7557885275427139,0.16365533553689932,0.36387197293314794,0.36122728179515995,0.12242887122023806,0.08163117451179396,0.7959399542679679,4.6728925696333407e-05,0.15975120160102768,0.07597578111323511,0.7642730172857373,5.3419618835189795e-05,0.031666936982230665,0.03732233038078962,0.3362978896898927
151,EAE,,DEGDEE,EAE,EAE__DEGDEE,1,1,0.266793350222578,0.0,0.2931834092812032,0.4400232404962187,1.0734596425600729,-357.4620609725043,3.003003003003003,0.8011812318996335,0.16365533553689932,0.36387197293314794,0.36122728179515995,0.12242887122023806,0.08163117451179396,0.7959399542679679,4.6728925696333407e-05,0.15975120160102768,0.07597578111323511,0.7642730172857373,5.3419618835189795e-05,0.031666936982230665,0.03732233038078962,0.3362978896898927
152,EAE,,DEGDEE,EAE,EAE__DEGDEE,1,1,0.266793350222578,0.0,0.2931834092812032,0.4400232404962187,1.0734596425600729,-346.72746454690355,3.0959752321981426,0.8259856044042663,0.16365533553689932,0.36387197293314794,0.36122728179515995,0.12242887122023806,0.08163117451179396,0.7959399542679679,4.6728925696333407e-05,0.15975120160102768,0.07597578111323511,0.7642730172857373,5.3419618835189795e-05,0.031666936982230665,0.03732233038078962,0.3362978896898927
153,EAE,,DEGDEE,EAE,EAE__DEGDEE,1,1,0.266793350222578,0.0,0.2931834092812032,0.4400232404962187,1.0734596425600729,-335.9928681213028,3.194888178913738,0.8523749208389074,0.16365533553689932,0.36387197293314794,0.36122728179515995,0.12242887122023806,0.08163117451179396,0.7959399542679679,4.6728925696333407e-05,0.15975120160102768,0.07597578111323511,0.7642730172857373,5.3419618835189795e-05,0.031666936982230665,0.03732233038078962,0.3362978896898927
154,MEA,,isobutanol,MEA,MEA__isobutanol,1,1,0.1388788226554602,0.0,0.0762990704917154,0.7848221068528244,0.66065382064401,-206.78464586157514,3.194888178913738,0.44370230880338724,0.977335600922218,0.16127674746493045,0.19016098565790635,0.1735872897491033,0.1170908859105395,0.7093218243403573,6.759658646337234e-05,0.2965908980713574,0.2882518952542919,0.4151572066743507,0.00011686108755173378,0.2941646176660066,0.1230036083222541,0.32582455361729734
155,MEA,,isobutanol,MEA,MEA__isobutanol,1,1,0.15760459461769188,0.0,0.1298803213257301,0.712515084056578,0.7978147809073526,-249.71602642400137,3.194888178913738,0.5035290562865555,0.8288623155537508,0.18709099504878993,0.24150997777938943,0.1735872897491033,0.1170908859105395,0.7093218243403573,6.759658646337234e-05,0.2626553965575485,0.24947785815176637,0.48786674529068513,0.00010298719993243874,0.22145507904967215,0.08906810680844518,0.34761241502920165
156,MEA,,isobutanol,MEA,MEA__isobutanol,1,1,0.18216716445660483,0.0,0.2001627758125863,0.617670059730809,0.9297804853244667,-291.0212919065581,3.194888178913738,0.5820037203086417,0.6544353462533594,0.2227437644214226,0.2975939585750703,0.1735872897491033,0.1170908859105395,0.7093218243403573,6.759658646337234e-05,0.22546854093822777,0.20698888774644972,0.5675425713153225,8.778405706032277e-05,0.1417792530250348,0.051881251189124455,0.35055405392411215
157,MEA,,isobutanol,MEA,MEA__isobutanol,1,1,0.21579934727073619,0.0,0.2963966948784599,0.48780395785080405,1.0415092186400317,-325.9923854343299,3.194888178913738,0.6894547836125757,0.44301803369709825,0.27518384041050165,0.35016601239763556,0.1735872897491033,0.1170908859105395,0.7093218243403573,6.759658646337234e-05,0.18453955308186254,0.16022423059041047,0.6552362163277271,7.105101338127049e-05,0.05408560801263018,0.010952263332759227,0.3196268196518509
158,MEA,,isobutanol,MEA,MEA__isobutanol,1,1,0.26466193181697656,0.0,0.43621033803564874,0.2991277301473748,1.0747217861069118,-336.3879190514634,3.194888178913738,0.8455652773705322,0.17457920723085293,0.3599187139468796,0.36101265264684274,0.1735872897491033,0.1170908859105395,0.7093218243403573,6.759658646337234e-05,0.13927364717688778,0.10850429610455267,0.7522220567185596,5.2544901703389964e-05,0.042900232378202285,0.03431364257221553,0.22501047639301255
159,MEA,,n-butanol,MEA,MEA__n-butanol,1,1,0.21579934727073619,0.0,0.2963966948784599,0.48780395785080405,1.0415092186400317,-325.9923854343299,3.194888178913738,0.6894547836125757,0.44301803369709825,0.27518384041050165,0.35016601239763556,0.1735872897491033,0.1170908859105395,0.7093218243403573,6.759658646337234e-05,0.18640696175150218,0.16024815710756823,0.6533448811409297,7.213302428807788e-05,0.05597694319942759,0.012819672002398863,0.31870421886210865
160,MEA,,n-propanol,MEA,MEA__n-propanol,1,1,0.2018359495148259,0.0,0.34192367601181517,0.4562403744733591,1.047967541330809,-328.0138404365432,3.194888178913738,0.6448432891847473,0.5275610566542681,0.25287526967906465,0.358028005311472,0.1735872897491033,0.1170908859105395,0.7093218243403573,6.759658646337234e-05,0.18933371173877467,0.16473523196048426,0.645931056300741,7.384152596085148e-05,0.0633907680396163,0.015746421989671355,0.2946998270106225
161,DETA,,sulfolane,DETA,DETA__sulfolane,1,1,0.052524447869861206,0.0,0.04509244807307557,0.9023831040570632,0.3871946690206621,-121.19193140346722,3.194888178913738,0.16780973760339044,1.5062280380857276,0.05543620387008294,0.09268929278466152,0.13585881897715002,0.10440327429077492,0.7597379067320751,5.942174431907874e-05,0.33877242180146167,0.30732973534324143,0.353897842855297,0.00012876335902816823,0.40584006387677807,0.20291360282431165,0.3193514339548617
162,DETA,,sulfolane,DETA,DETA__sulfolane,1,1,0.052524447869861206,0.0,0.04509244807307557,0.9023831040570632,0.3871946690206621,-152.1675049251202,2.544529262086514,0.1336499945797995,1.5062280380857276,0.05543620387008294,0.09268929278466152,0.13585881897715002,0.10440327429077492,0.7597379067320751,5.942174431907874e-05,0.33877242180146167,0.30732973534324143,0.353897842855297,0.00012876335902816823,0.40584006387677807,0.20291360282431165,0.3193514339548617
163,DETA,,sulfolane,DETA,DETA__sulfolane,1,1,0.06022416520487543,0.0,0.07755402919152131,0.8622218056036033,0.49531746399303606,-155.03436622982028,3.194888178913738,0.19240947349800458,1.3612733249500055,0.06408354309082707,0.12781811116535902,0.13585881897715002,0.10440327429077492,0.7597379067320751,5.942174431907874e-05,0.32797405235687216,0.2770285481077802,0.3949973995353475,0.00012105258918832974,0.36474050719672757,0.19211523337972214,0.3405753710360952
